id,id_pengambil,id_consumable,tanggal_peminjaman,jumlah
TC7090402134,George,C709,11/04/2002,134
TC2361207078,Dave,C236,05/12/2007,78
TC4620717413,Tabatha,C462,11/07/2017,413
TC1930305560,Nobita,C193,16/03/2005,560
TC2291215665,Ava,C229,03/12/2015,665
TC7370704081,Xander,C737,26/07/2004,81
TC6800311490,Randal,C680,27/03/2011,490
TC8910701738,Jean,C891,06/07/2001,738
TC3550213544,Faris,C355,23/02/2013,544
TC2110302057,Yaeger,C211,28/03/2002,57
TC4181107720,Priscilla,C418,02/11/2007,720
TC4550805074,Katnis,C455,28/08/2005,74
TC1520802605,Victoria,C152,15/08/2002,605
TC5250315059,Priscilla,C525,15/03/2015,59
TC9461018576,Randal,C946,24/10/2018,576
TC5310716914,George,C531,23/07/2016,914
TC8430309492,Beatrice,C843,03/03/2009,492
TC8041004167,Zaccheus,C804,25/10/2004,167
TC1570815319,Xander,C157,02/08/2015,319
TC9860300516,George,C986,25/03/2000,516
TC6180811721,Ursula,C618,25/08/2011,721
TC2360307862,Ethan,C236,22/03/2007,862
TC0800708142,George,C080,15/07/2008,142
TC3690109648,Ignis,C369,19/01/2009,648
TC2611009009,Nobita,C261,22/10/2009,9
TC5390616537,Maureen,C539,05/06/2016,537
TC1980115823,Victoria,C198,07/01/2015,823
TC0921102352,Ophelia,C092,23/11/2002,352
TC6270120254,Jean,C627,06/01/2020,254
TC5200700744,Quake,C520,12/07/2000,744
TC4800104825,Zaccheus,C480,22/01/2004,825
TC0160111203,Nobita,C016,18/01/2011,203
TC7430700350,Yaeger,C743,15/07/2000,350
TC0990308449,William,C099,03/03/2008,449
TC4400315845,Maureen,C440,28/03/2015,845
TC6031207640,Katnis,C603,08/12/2007,640
TC6501119591,Sven,C650,26/11/2019,591
TC3340120775,Tabatha,C334,10/01/2020,775
TC7080520393,Ursula,C708,06/05/2020,393
TC5990309899,Beatrice,C599,08/03/2009,899
TC6590411304,Nobita,C659,20/04/2011,304
TC1470500147,Randal,C147,23/05/2000,147
TC4360104313,Beatrice,C436,20/01/2004,313
TC8371209529,Maureen,C837,16/12/2009,529
TC9930209562,George,C993,20/02/2009,562
TC0441118354,Ursula,C044,25/11/2018,354
TC6010408811,Ophelia,C601,05/04/2008,811
TC0560304257,Zaccheus,C056,25/03/2004,257
TC3650412984,Laetitia,C365,01/04/2012,984
TC0990617495,Victoria,C099,20/06/2017,495
TC9060508712,Hamilton,C906,26/05/2008,712
TC9770900748,Maureen,C977,17/09/2000,748
TC5471019751,Ophelia,C547,16/10/2019,751
TC9080605002,Zaccheus,C908,03/06/2005,2
TC1470418203,Ursula,C147,09/04/2018,203
TC7500706163,Ava,C750,08/07/2006,163
TC6820701692,Courtney,C682,24/07/2001,692
TC8491204878,George,C849,18/12/2004,878
TC6990316574,Randal,C699,10/03/2016,574
TC0561108955,Zaccheus,C056,12/11/2008,955
TC1720516720,Ava,C172,04/05/2016,720
TC0830808646,Ursula,C083,23/08/2008,646
TC9950907944,Victoria,C995,03/09/2007,944
TC2520913791,Faris,C252,05/09/2013,791
TC3170119316,Hamilton,C317,24/01/2019,316
TC9040718885,Courtney,C904,04/07/2018,885
TC5590703991,Courtney,C559,17/07/2003,991
TC7490718550,George,C749,28/07/2018,550
TC4081109510,Xander,C408,08/11/2009,510
TC7100912380,Nobita,C710,02/09/2012,380
TC8310808920,Ava,C831,25/08/2008,920
TC5820212804,Randal,C582,24/02/2012,804
TC7880315056,Nobita,C788,18/03/2015,56
TC3570616137,Ethan,C357,21/06/2016,137
TC5050514234,Faris,C505,09/05/2014,234
TC9021202191,Randal,C902,22/12/2002,191
TC7050112146,Victoria,C705,06/01/2012,146
TC1411006322,Ava,C141,22/10/2006,322
TC8300219178,Victoria,C830,17/02/2019,178
TC4760812647,Tabatha,C476,23/08/2012,647
TC1570500530,Katnis,C157,09/05/2000,530
TC9240917245,Katnis,C924,11/09/2017,245
TC1380800803,Ignis,C138,21/08/2000,803
TC2150701952,Ignis,C215,28/07/2001,952
TC7211203443,Tabatha,C721,26/12/2003,443
TC5960902964,Ursula,C596,03/09/2002,964
TC8610605312,Beatrice,C861,26/06/2005,312
TC5720111871,Randal,C572,07/01/2011,871
TC6360304703,Jean,C636,11/03/2004,703
TC3010419043,Zaccheus,C301,19/04/2019,43
TC6950310548,Dave,C695,04/03/2010,548
TC1421102495,Nobita,C142,22/11/2002,495
TC4880212567,Maureen,C488,16/02/2012,567
TC3101205882,Faris,C310,14/12/2005,882
TC8900207893,Laetitia,C890,06/02/2007,893
TC7761109151,Priscilla,C776,09/11/2009,151
TC9071017120,Xander,C907,09/10/2017,120
TC2800217691,Faris,C280,05/02/2017,691
TC0750504420,Laetitia,C075,27/05/2004,420
TC9261210512,Dave,C926,22/12/2010,512
TC8241003796,Ursula,C824,27/10/2003,796
TC4670813568,Ophelia,C467,09/08/2013,568
TC7880212649,Victoria,C788,23/02/2012,649
TC9560618508,Courtney,C956,03/06/2018,508
TC5250213043,Victoria,C525,19/02/2013,43
TC3860115828,Ignis,C386,04/01/2015,828
TC8191110782,Sven,C819,05/11/2010,782
TC4811018827,Laetitia,C481,21/10/2018,827
TC2310917088,Victoria,C231,12/09/2017,88
TC1761107210,Laetitia,C176,08/11/2007,210
TC7560113417,Sven,C756,06/01/2013,417
TC6471100542,Laetitia,C647,23/11/2000,542
TC6250913577,Laetitia,C625,13/09/2013,577
TC5580114334,Jean,C558,22/01/2014,334
TC0870916719,Yaeger,C087,04/09/2016,719
TC9641103878,Hamilton,C964,07/11/2003,878
TC6000512415,Dave,C600,06/05/2012,415
TC1311202116,Randal,C131,09/12/2002,116
TC8310615316,Sven,C831,03/06/2015,316
TC9771211156,Ursula,C977,14/12/2011,156
TC0890311570,William,C089,16/03/2011,570
TC6310707537,Katnis,C631,23/07/2007,537
TC2660412318,Laetitia,C266,20/04/2012,318
TC0450317582,Victoria,C045,13/03/2017,582
TC3201104270,Sven,C320,25/11/2004,270
TC8061200174,Dave,C806,11/12/2000,174
TC4720920886,Priscilla,C472,12/09/2020,886
TC6910220186,Katnis,C691,01/02/2020,186
TC7700218931,Hamilton,C770,09/02/2018,931
TC6970316776,Maureen,C697,25/03/2016,776
TC5170907701,Faris,C517,12/09/2007,701
TC1961013017,Yaeger,C196,11/10/2013,17
TC1220916582,Ethan,C122,22/09/2016,582
TC7250414129,Ethan,C725,04/04/2014,129
TC9650108129,Hamilton,C965,20/01/2008,129
TC2290409926,Sven,C229,15/04/2009,926
TC1881113826,William,C188,28/11/2013,826
TC4990504041,Zaccheus,C499,20/05/2004,41
TC0100304521,William,C010,03/03/2004,521
TC6060511526,Ethan,C606,25/05/2011,526
TC9811000505,William,C981,25/10/2000,505
TC0950806448,Nobita,C095,04/08/2006,448
TC3760310383,Ava,C376,01/03/2010,383
TC4270406013,Katnis,C427,27/04/2006,13
TC1690501561,Ophelia,C169,08/05/2001,561
TC7690317480,George,C769,18/03/2017,480
TC7060808611,Ursula,C706,15/08/2008,611
TC0230903133,Laetitia,C023,09/09/2003,133
TC7100314905,Jean,C710,13/03/2014,905
TC2710714865,Randal,C271,05/07/2014,865
TC9660916217,Katnis,C966,22/09/2016,217
TC8701017947,Ophelia,C870,24/10/2017,947
TC0081113411,Victoria,C008,02/11/2013,411
TC0891007053,Hamilton,C089,28/10/2007,53
TC3800118711,Ophelia,C380,21/01/2018,711
TC0060119674,Laetitia,C006,04/01/2019,674
TC9031217917,Ethan,C903,15/12/2017,917
TC1660708394,Beatrice,C166,08/07/2008,394
TC3730502800,Victoria,C373,27/05/2002,800
TC4341105168,Yaeger,C434,17/11/2005,168
TC9570315227,Ophelia,C957,27/03/2015,227
TC9010706333,Ursula,C901,03/07/2006,333
TC5560515915,Quake,C556,03/05/2015,915
TC5330706464,Sven,C533,12/07/2006,464
TC2311219239,Zaccheus,C231,08/12/2019,239
TC4190311552,Ava,C419,25/03/2011,552
TC2220105328,Zaccheus,C222,04/01/2005,328
TC0880108005,George,C088,09/01/2008,5
TC8210712189,George,C821,02/07/2012,189
TC8420314981,Randal,C842,22/03/2014,981
TC9900911810,Faris,C990,19/09/2011,810
TC3410914099,Ophelia,C341,11/09/2014,99
TC8530908186,Hamilton,C853,26/09/2008,186
TC0110720751,Priscilla,C011,06/07/2020,751
TC1990308230,Laetitia,C199,09/03/2008,230
TC0541004321,Hamilton,C054,20/10/2004,321
TC1320606771,Yaeger,C132,08/06/2006,771
TC4271100430,Quake,C427,19/11/2000,430
TC4770507322,Nobita,C477,22/05/2007,322
TC8730711597,Jean,C873,10/07/2011,597
TC3040812307,Laetitia,C304,10/08/2012,307
TC7480402044,Priscilla,C748,18/04/2002,44
TC4620518373,Randal,C462,25/05/2018,373
TC2001101375,Ethan,C200,27/11/2001,375
TC1600813782,George,C160,06/08/2013,782
TC0030215057,Beatrice,C003,19/02/2015,57
TC2780513370,Ophelia,C278,25/05/2013,370
TC8940613439,Ava,C894,01/06/2013,439
TC6860513095,Victoria,C686,04/05/2013,95
TC3180909095,Ethan,C318,15/09/2009,95
TC2570620776,Randal,C257,21/06/2020,776
TC0680907378,Dave,C068,22/09/2007,378
TC1570919347,Hamilton,C157,19/09/2019,347
TC0050600839,Hamilton,C005,08/06/2000,839
TC0141119341,Ava,C014,04/11/2019,341
TC4161002277,Ethan,C416,14/10/2002,277
TC9741015615,Ophelia,C974,22/10/2015,615
TC9130620676,Nobita,C913,28/06/2020,676
TC5540402167,Yaeger,C554,21/04/2002,167
TC3400914815,Ethan,C340,18/09/2014,815
TC6110400470,Ethan,C611,19/04/2000,470
TC0591019791,Yaeger,C059,28/10/2019,791
TC5791108680,Tabatha,C579,10/11/2008,680
TC7391113278,Katnis,C739,05/11/2013,278
TC4180706311,Quake,C418,15/07/2006,311
TC7360900096,Laetitia,C736,04/09/2000,96
TC2570302755,Dave,C257,17/03/2002,755
TC2740915228,Jean,C274,27/09/2015,228
TC4510213883,Ava,C451,18/02/2013,883
TC5420909072,Hamilton,C542,26/09/2009,72
TC2350800433,Beatrice,C235,02/08/2000,433
TC2140702965,Courtney,C214,24/07/2002,965
TC1760501723,Randal,C176,11/05/2001,723
TC0180707216,William,C018,10/07/2007,216
TC0940818702,Priscilla,C094,18/08/2018,702
TC2990209569,Tabatha,C299,10/02/2009,569
TC1510811285,Tabatha,C151,25/08/2011,285
TC4500713232,Faris,C450,09/07/2013,232
TC2130200158,Priscilla,C213,24/02/2000,158
TC2331216433,Xander,C233,27/12/2016,433
TC7951017940,Tabatha,C795,03/10/2017,940
TC3981212952,Sven,C398,06/12/2012,952
TC5691101800,William,C569,09/11/2001,800
TC7710403454,George,C771,19/04/2003,454
TC0540915241,Ophelia,C054,21/09/2015,241
TC0701217295,Nobita,C070,02/12/2017,295
TC8951115954,Ophelia,C895,11/11/2015,954
TC5730510747,Victoria,C573,01/05/2010,747
TC6380204980,Yaeger,C638,23/02/2004,980
TC2720607106,George,C272,02/06/2007,106
TC0270511626,George,C027,17/05/2011,626
TC2881113915,Sven,C288,22/11/2013,915
TC9601110414,William,C960,10/11/2010,414
TC2950410027,Ignis,C295,01/04/2010,27
TC6700212682,Dave,C670,09/02/2012,682
TC2140511766,Xander,C214,28/05/2011,766
TC7600516515,Courtney,C760,11/05/2016,515
TC3840103344,Tabatha,C384,09/01/2003,344
TC1260901624,William,C126,13/09/2001,624
TC3620713960,Tabatha,C362,19/07/2013,960
TC9380415476,Xander,C938,11/04/2015,476
TC7280302464,George,C728,14/03/2002,464
TC9160217236,Katnis,C916,16/02/2017,236
TC9581102755,Victoria,C958,25/11/2002,755
TC4060716369,Nobita,C406,06/07/2016,369
TC8210213378,Maureen,C821,15/02/2013,378
TC4340905119,Tabatha,C434,06/09/2005,119
TC8840319010,Randal,C884,20/03/2019,10
TC2110104725,Sven,C211,22/01/2004,725
TC0230102659,Victoria,C023,06/01/2002,659
TC7660802090,Yaeger,C766,17/08/2002,90
TC0370914611,Beatrice,C037,08/09/2014,611
TC8430400022,Priscilla,C843,09/04/2000,22
TC1600819974,Maureen,C160,07/08/2019,974
TC9370517792,Courtney,C937,28/05/2017,792
TC0000117467,Maureen,C000,01/01/2017,467
TC9431117128,Sven,C943,08/11/2017,128
TC4761213040,Beatrice,C476,27/12/2013,40
TC9490609263,Ophelia,C949,01/06/2009,263
TC0500910316,Ignis,C050,08/09/2010,316
TC5730605043,Sven,C573,15/06/2005,43
TC8870510147,Maureen,C887,05/05/2010,147
TC3840505750,Nobita,C384,19/05/2005,750
TC5241107586,Ignis,C524,04/11/2007,586
TC9750606816,Dave,C975,28/06/2006,816
TC2190520505,Tabatha,C219,18/05/2020,505
TC3940106808,Zaccheus,C394,22/01/2006,808
TC8250917045,Tabatha,C825,12/09/2017,45
TC8290804092,Beatrice,C829,28/08/2004,92
TC3730820172,Zaccheus,C373,16/08/2020,172
TC8650105592,Laetitia,C865,22/01/2005,592
TC9340700076,Zaccheus,C934,26/07/2000,76
TC7741100141,Zaccheus,C774,04/11/2000,141
TC7300604523,Quake,C730,24/06/2004,523
TC9610405317,Ignis,C961,20/04/2005,317
TC7860416597,Ophelia,C786,15/04/2016,597
TC1680813326,Quake,C168,13/08/2013,326
TC3680415970,Nobita,C368,26/04/2015,970
TC7901204360,Sven,C790,20/12/2004,360
TC4621202059,Beatrice,C462,08/12/2002,59
TC7570417513,William,C757,05/04/2017,513
TC7900914062,Ethan,C790,06/09/2014,62
TC1901016295,Hamilton,C190,03/10/2016,295
TC5150705514,Randal,C515,20/07/2005,514
TC0380607316,Victoria,C038,04/06/2007,316
TC0600219738,Ursula,C060,05/02/2019,738
TC4470503490,Faris,C447,08/05/2003,490
TC0300207188,Hamilton,C030,05/02/2007,188
TC3140114011,Zaccheus,C314,05/01/2014,11
TC6541214261,Priscilla,C654,09/12/2014,261
TC5060519983,Ethan,C506,09/05/2019,983
TC1941203035,Jean,C194,05/12/2003,35
TC6950901334,Xander,C695,04/09/2001,334
TC8051118930,Dave,C805,13/11/2018,930
TC0930415205,Yaeger,C093,13/04/2015,205
TC1680818011,Tabatha,C168,06/08/2018,11
TC8220915364,Ethan,C822,05/09/2015,364
TC3090219051,Ursula,C309,21/02/2019,51
TC3520420110,Xander,C352,02/04/2020,110
TC7141005826,Ophelia,C714,20/10/2005,826
TC8550418356,Faris,C855,16/04/2018,356
TC9581211643,Priscilla,C958,26/12/2011,643
TC2490200819,Faris,C249,05/02/2000,819
TC4540710911,Jean,C454,01/07/2010,911
TC6020315164,Maureen,C602,20/03/2015,164
TC1691012239,Ursula,C169,28/10/2012,239
TC1771005100,Dave,C177,12/10/2005,100
TC8310607615,Quake,C831,01/06/2007,615
TC7180415924,Randal,C718,09/04/2015,924
TC7201206902,Jean,C720,11/12/2006,902
TC9760719617,Nobita,C976,08/07/2019,617
TC8420220608,William,C842,28/02/2020,608
TC2850720820,Yaeger,C285,13/07/2020,820
TC3520219797,Katnis,C352,02/02/2019,797
TC6330902814,Nobita,C633,07/09/2002,814
TC1820516038,Tabatha,C182,01/05/2016,38
TC7211120226,Katnis,C721,22/11/2020,226
TC0450902956,Randal,C045,24/09/2002,956
TC5080119191,Katnis,C508,27/01/2019,191
TC2431117577,Victoria,C243,12/11/2017,577
TC1840100531,Xander,C184,09/01/2000,531
TC7080115196,Hamilton,C708,04/01/2015,196
TC4020401503,Randal,C402,17/04/2001,503
TC3041015798,Jean,C304,18/10/2015,798
TC4240616076,Ava,C424,26/06/2016,76
TC2450919080,Faris,C245,25/09/2019,80
TC6660316507,Xander,C666,01/03/2016,507
TC1940402990,George,C194,22/04/2002,990
TC2150905269,Jean,C215,02/09/2005,269
TC7470718760,George,C747,20/07/2018,760
TC5000702900,Tabatha,C500,09/07/2002,900
TC9380503155,Xander,C938,06/05/2003,155
TC4121214086,Ophelia,C412,10/12/2014,86
TC0120813943,Yaeger,C012,06/08/2013,943
TC0040811972,Zaccheus,C004,17/08/2011,972
TC4640507318,Ethan,C464,19/05/2007,318
TC7030218226,Courtney,C703,01/02/2018,226
TC0720709257,Jean,C072,17/07/2009,257
TC2390401498,Ava,C239,18/04/2001,498
TC3230409702,Ethan,C323,07/04/2009,702
TC8540401561,Victoria,C854,06/04/2001,561
TC6830614923,Ethan,C683,19/06/2014,923
TC0890908613,Hamilton,C089,23/09/2008,613
TC3170917911,Sven,C317,07/09/2017,911
TC1770308460,Maureen,C177,16/03/2008,460
TC9040212526,Xander,C904,03/02/2012,526
TC1170409325,Quake,C117,05/04/2009,325
TC0340402835,Jean,C034,12/04/2002,835
TC0020315193,Maureen,C002,05/03/2015,193
TC5301018895,Beatrice,C530,17/10/2018,895
TC6430409751,Beatrice,C643,27/04/2009,751
TC0670417751,Katnis,C067,25/04/2017,751
TC3790501530,Ophelia,C379,13/05/2001,530
TC7721116724,Quake,C772,13/11/2016,724
TC0790908307,Maureen,C079,08/09/2008,307
TC0160608389,Quake,C016,16/06/2008,389
TC4331200120,Katnis,C433,05/12/2000,120
TC3850907075,Faris,C385,05/09/2007,75
TC8421114156,William,C842,09/11/2014,156
TC2960808322,George,C296,20/08/2008,322
TC7620302719,Ursula,C762,25/03/2002,719
TC2450210104,Faris,C245,01/02/2010,104
TC2510611184,Beatrice,C251,09/06/2011,184
TC5511218127,Priscilla,C551,18/12/2018,127
TC6250614474,Katnis,C625,01/06/2014,474
TC7970705137,Quake,C797,12/07/2005,137
TC5900920551,Yaeger,C590,23/09/2020,551
TC5210202266,Dave,C521,08/02/2002,266
TC3201111647,Faris,C320,18/11/2011,647
TC6121202896,Priscilla,C612,22/12/2002,896
TC8930704707,William,C893,14/07/2004,707
TC2171105778,Courtney,C217,17/11/2005,778
TC3861017110,Faris,C386,19/10/2017,110
TC4951020454,Laetitia,C495,06/10/2020,454
TC8560719166,Beatrice,C856,11/07/2019,166
TC2680311968,Nobita,C268,06/03/2011,968
TC2060217257,Victoria,C206,19/02/2017,257
TC0530700202,Priscilla,C053,16/07/2000,202
TC5750606864,Tabatha,C575,10/06/2006,864
TC6490320185,Ophelia,C649,23/03/2020,185
TC8330812077,Zaccheus,C833,01/08/2012,77
TC7280209824,Victoria,C728,02/02/2009,824
TC9410701703,Randal,C941,26/07/2001,703
TC5580615698,Courtney,C558,11/06/2015,698
TC0580917800,Victoria,C058,18/09/2017,800
TC6380215437,Victoria,C638,25/02/2015,437
TC3330504114,Hamilton,C333,13/05/2004,114
TC2280706819,Xander,C228,27/07/2006,819
TC5171213952,Maureen,C517,06/12/2013,952
TC8711005208,Nobita,C871,09/10/2005,208
TC2191210810,Laetitia,C219,28/12/2010,810
TC9170501020,Laetitia,C917,11/05/2001,20
TC4251206150,Maureen,C425,14/12/2006,150
TC6021208109,Maureen,C602,21/12/2008,109
TC9800107647,Ursula,C980,19/01/2007,647
TC5781017341,William,C578,09/10/2017,341
TC2270707175,Maureen,C227,21/07/2007,175
TC8860713350,Katnis,C886,17/07/2013,350
TC3280816898,William,C328,23/08/2016,898
TC8620208442,Hamilton,C862,18/02/2008,442
TC2161009707,Xander,C216,26/10/2009,707
TC7140511987,Nobita,C714,06/05/2011,987
TC5330410740,George,C533,04/04/2010,740
TC2480901716,Faris,C248,11/09/2001,716
TC1620410558,Nobita,C162,27/04/2010,558
TC6390308769,Victoria,C639,03/03/2008,769
TC9680611913,Xander,C968,22/06/2011,913
TC9950406267,Ursula,C995,19/04/2006,267
TC4970707657,Sven,C497,05/07/2007,657
TC7551114577,Victoria,C755,09/11/2014,577
TC9441215694,Yaeger,C944,16/12/2015,694
TC8371005039,Hamilton,C837,01/10/2005,39
TC3500216638,Laetitia,C350,18/02/2016,638
TC8660906023,Maureen,C866,27/09/2006,23
TC1940319294,Maureen,C194,06/03/2019,294
TC4900503699,Ethan,C490,16/05/2003,699
TC2170619521,Xander,C217,04/06/2019,521
TC1111105203,Ignis,C111,09/11/2005,203
TC6160509497,Priscilla,C616,02/05/2009,497
TC7530202262,William,C753,10/02/2002,262
TC7300514161,Ava,C730,07/05/2014,161
TC3340419174,William,C334,17/04/2019,174
TC7281006514,Courtney,C728,28/10/2006,514
TC2411006097,Hamilton,C241,11/10/2006,97
TC4931018436,Hamilton,C493,06/10/2018,436
TC6550916885,Laetitia,C655,09/09/2016,885
TC9771107348,Ava,C977,28/11/2007,348
TC6971207470,Xander,C697,17/12/2007,470
TC7440906037,Tabatha,C744,10/09/2006,37
TC9041001537,Nobita,C904,12/10/2001,537
TC7320819290,Dave,C732,02/08/2019,290
TC1680208699,George,C168,24/02/2008,699
TC6170218162,George,C617,25/02/2018,162
TC0590717444,Victoria,C059,27/07/2017,444
TC5930416908,Faris,C593,14/04/2016,908
TC7730310119,Hamilton,C773,22/03/2010,119
TC5210903423,Courtney,C521,13/09/2003,423
TC4380510815,Zaccheus,C438,10/05/2010,815
TC6160316010,Victoria,C616,26/03/2016,10
TC4660408369,George,C466,16/04/2008,369
TC6550311120,Ethan,C655,01/03/2011,120
TC1680319243,Ethan,C168,12/03/2019,243
TC1910801088,Ophelia,C191,10/08/2001,88
TC4220219942,Laetitia,C422,23/02/2019,942
TC3440801255,Jean,C344,20/08/2001,255
TC0920714258,Zaccheus,C092,12/07/2014,258
TC3870600576,Ava,C387,09/06/2000,576
TC0900608248,Ethan,C090,23/06/2008,248
TC5490108941,Ignis,C549,27/01/2008,941
TC2930210209,Jean,C293,07/02/2010,209
TC0160916775,Katnis,C016,28/09/2016,775
TC8520804993,Katnis,C852,21/08/2004,993
TC0100309240,William,C010,18/03/2009,240
TC9071006224,George,C907,21/10/2006,224
TC7540413971,George,C754,07/04/2013,971
TC0401006395,George,C040,05/10/2006,395
TC2150800649,Randal,C215,28/08/2000,649
TC4851119579,Ursula,C485,28/11/2019,579
TC0780909281,Katnis,C078,02/09/2009,281
TC1710116830,Quake,C171,28/01/2016,830
TC9281016872,Dave,C928,13/10/2016,872
TC0060300813,Faris,C006,01/03/2000,813
TC2730617152,Xander,C273,09/06/2017,152
TC6690600381,Tabatha,C669,17/06/2000,381
TC9580313928,Faris,C958,11/03/2013,928
TC6790413065,William,C679,15/04/2013,65
TC9650415961,Katnis,C965,17/04/2015,961
TC6750520596,Ursula,C675,01/05/2020,596
TC7190520103,Ursula,C719,14/05/2020,103
TC8251117618,Laetitia,C825,10/11/2017,618
TC8411014370,Ethan,C841,18/10/2014,370
TC6391212203,Priscilla,C639,07/12/2012,203
TC9230510055,Faris,C923,20/05/2010,55
TC8420804877,Ethan,C842,14/08/2004,877
TC7061002633,Hamilton,C706,19/10/2002,633
TC0610904169,Quake,C061,21/09/2004,169
TC6130119677,Ophelia,C613,05/01/2019,677
TC8661218163,Xander,C866,03/12/2018,163
TC4660508150,Sven,C466,16/05/2008,150
TC9290411658,Dave,C929,01/04/2011,658
TC7320512829,Priscilla,C732,25/05/2012,829
TC6061202470,Dave,C606,23/12/2002,470
TC0860412299,Quake,C086,10/04/2012,299
TC7540916916,Ignis,C754,07/09/2016,916
TC5531015696,Ignis,C553,13/10/2015,696
TC8200702637,Ethan,C820,01/07/2002,637
TC4560405113,Dave,C456,03/04/2005,113
TC8590113411,George,C859,06/01/2013,411
TC6101201769,Sven,C610,10/12/2001,769
TC5460920972,George,C546,14/09/2020,972
TC1881113607,Faris,C188,11/11/2013,607
TC5210204666,Ethan,C521,08/02/2004,666
TC0990107447,Tabatha,C099,19/01/2007,447
TC2720119459,Xander,C272,25/01/2019,459
TC5491007159,Katnis,C549,16/10/2007,159
TC4841202558,Courtney,C484,08/12/2002,558
TC5880114954,Nobita,C588,09/01/2014,954
TC7400801647,Nobita,C740,16/08/2001,647
TC7951107376,Sven,C795,23/11/2007,376
TC1180414946,Dave,C118,15/04/2014,946
TC2441217882,Sven,C244,28/12/2017,882
TC4751204063,William,C475,23/12/2004,63
TC7551004384,Hamilton,C755,02/10/2004,384
TC6820109533,Ursula,C682,09/01/2009,533
TC2261017465,Ophelia,C226,20/10/2017,465
TC5461007438,Sven,C546,10/10/2007,438
TC9250802814,Yaeger,C925,01/08/2002,814
TC2560710516,Courtney,C256,04/07/2010,516
TC3260304193,Victoria,C326,04/03/2004,193
TC1471211007,Ethan,C147,22/12/2011,7
TC7090218184,Ava,C709,09/02/2018,184
TC8960707719,Sven,C896,25/07/2007,719
TC6561105226,Dave,C656,14/11/2005,226
TC2731103753,William,C273,13/11/2003,753
TC0980913873,Victoria,C098,10/09/2013,873
TC0670716327,Jean,C067,20/07/2016,327
TC9900408530,Courtney,C990,14/04/2008,530
TC1280716430,Tabatha,C128,25/07/2016,430
TC5340820431,George,C534,17/08/2020,431
TC0181100392,Beatrice,C018,24/11/2000,392
TC8461206340,Jean,C846,27/12/2006,340
TC7250304118,Laetitia,C725,04/03/2004,118
TC6050209939,Priscilla,C605,27/02/2009,939
TC9570611900,Dave,C957,18/06/2011,900
TC7901019940,Xander,C790,11/10/2019,940
TC7911004554,Yaeger,C791,14/10/2004,554
TC9981209532,Nobita,C998,20/12/2009,532
TC6580203051,Laetitia,C658,08/02/2003,51
TC1170211682,Faris,C117,21/02/2011,682
TC1780412473,Xander,C178,21/04/2012,473
TC4731110961,Ava,C473,09/11/2010,961
TC7601117529,Maureen,C760,03/11/2017,529
TC8020818163,Maureen,C802,25/08/2018,163
TC9200415598,Jean,C920,25/04/2015,598
TC9450314626,Xander,C945,06/03/2014,626
